,id,Date,Title,Description
4083,4083,"March 23, 2018, Friday","Need to rethink public ownership of banks, says Aravind Subramanian","I think we are now coming around more to the view that if you want this problem not to recur in the future, we cannot just throw ..."
4084,4084,"March 22, 2018, Thursday",Litigation hurdles abound for RBI-recommended insolvency cases at NCLT,"There have been a few strong bids for some of the biggest stressed assets: Bhushan Steel, Bhushan Power & Steel, and Electrosteel ..."
4085,4085,"March 22, 2018, Thursday",PNB suffers Rs 145 bn loss due to fraud in FY18 so far: Govt,PNB has stated that it has adequate assets or capital to meet any liability which may crystallise on the bank
4086,4086,"March 22, 2018, Thursday",PNB starts Mission Parivartan to curb repeat of another Nirav Modi scam,A new monitoring group will be set up to keep track of whether cash flow from projects is being used to repay bank loans and that ...
4087,4087,"March 22, 2018, Thursday",Honoured all Letters of Undertaking during 2011-16: PNB to Finance Ministry,The bank also issued 234 LoUs worth Rs 18.8 bn to another group of companies promoted by Mehul Choksi in 2015 and 2016
4088,4088,"March 22, 2018, Thursday",PNB blames concurrent auditor for not flagging off SWIFT transactions,Reconciliation of SWIFT messages with trade module of the core banking system was not followed and the concurrent auditor did not ...
4089,4089,"March 21, 2018, Wednesday","With HDFC merger failing, Max Life wants to be a digital organisation",Max Life policies grew 18 per cent in 2018 after a growth of about 1.9 per cent in the preceding year
4090,4090,"March 21, 2018, Wednesday","Govt sources refute Vinod Rai's claim, say FM met him on several occasions","On Monday, Rai had alleged communication breakdown between FinMin and BBB; FM likely to respond soon"
4091,4091,"March 21, 2018, Wednesday",CBI files FIR in Rs 8-bn 'loan fraud' by Kanishk Gold; carries out searches,The company engaged in manufacturing gold jewellery which was marketed under the brand name 'Krizz' which were sold through ...
4092,4092,"March 21, 2018, Wednesday",Irdai bars insurers from rejecting claims based on genetic disorders,Move follows order by Delhi HC on the issue; insurers will have to de-list 'Genetic Disorders' from list of exclusions
4093,4093,"March 21, 2018, Wednesday",IDBI's 30% stake sale in NSDL delayed; transaction may spill over to FY19,IDBI Bank has been selling non-core investments through 2017-18
4094,4094,"March 21, 2018, Wednesday",PNB woes spur Goldman to downgrade India's economic growth forecasts,"The Goldman warning is a blow for the govt, which had hoped that a $32 billion, two-year, bank recapitalisation programme it ..."
4095,4095,"March 21, 2018, Wednesday","Hit hard by Nirav Modi fraud, PNB embarks on 'Mission Parivartan' drive","As part of the participative approach, the bank has created 'Lead the Parivartan' portal to engage all in the transformation ..."
4096,4096,"March 20, 2018, Tuesday",India's dollar buyer likely to step back as capital inflows drop,"Still, dipping into RBI's reserves to sell dollars will be easier said than done"
4097,4097,"March 20, 2018, Tuesday",CBI court awards 3 years jail term to 4 persons in Rs 70 mn bank fraud case,"The judge sentenced jewellery businessman Naresh Choksi and chairman of Classic Co-operative Bank Limited, Suresh Gatecha"
4098,4098,"March 20, 2018, Tuesday","ICICI Bank raises Rs 40 billion via bonds, money to be used to fund growth",The bonds would be listed on the Wholesale Debt Market segment of BSE or National Stock Exchange of India
4099,4099,"March 20, 2018, Tuesday",Private banks' market share to touch 50% in 5 years: Uday Kotak,"Aadhaar-based KYC will be the future of banking, says Nilekani"
4100,4100,"March 20, 2018, Tuesday",Domestic investment bankers rake in hefty bonuses as issues swell,"All-time high mop-up of Rs 1.2 trillion through IPOs, QIPs in 2017-18"
4101,4101,"March 20, 2018, Tuesday",Rai alleges communication breakdown between Banks Board Bureau and govt,"Rai said the BBB was not aware of progress made on reforms as ""there has been no further engagement with the government"""
4102,4102,"March 19, 2018, Monday",NPCI asks banks to reject UPI transactions from non-compliant apps,"Circular makes it mandatory for all UPI apps to support transmission of money through VPA, generate QR codes for Bharat QR or UPI ..."
4103,4103,"March 19, 2018, Monday",CBI charge sheet against ex-Canara Bank CMD in Rs 680-mn loan default case,The agency has alleged that Guptas knew Dubey and used the connection in getting loans
4104,4104,"March 19, 2018, Monday",Nirav Modi indirectly challenging PMLA case via his firm: ED to Delhi HC,"The company's plea was misconceived and premature, the ED said, adding it was presently at the stage of search and seizure as ..."
4105,4105,"March 19, 2018, Monday",Axis Bank customers with balance of Rs 100 mn and above to get 6% interest,New rate will be effective March 19
4106,4106,"March 19, 2018, Monday",Rs 129-billion scam fallout: RBI to resolve impasse over PNB liabilities,Finance ministry officials said the central government was not authorised to examine loan accounts above Rs 50 million and hence ...
4107,4107,"March 18, 2018, Sunday","Corruption at regulator? Irdai member aided, abetted graft, says SAT",The tribunal has directed Irdai to entrust the matter to an officer other than Joseph for passing a fresh order
4108,4108,"March 18, 2018, Sunday",PNB scam fallout: Here's why banks must relook at indemnity policies,"Given the reluctance to part with data and tendency to minimise the risks, those in the segment say banks need to seriously ..."
4109,4109,"March 17, 2018, Saturday","Low operating expense, high yields to help NBFCs' grow their rural books",Bajaj Finance Limited increased their urban outlet network by 40.3% to 529 stores at the end of December 2017
4110,4110,"March 17, 2018, Saturday","Rs 91-million Chandri Paper fraud reported to CBI on February 13, says PNB",Fraud had already been declared in respect of the fradulent and unauthorised issuance of two LoUs for Rs 91 million
4111,4111,"March 17, 2018, Saturday","Farmers protest: Banks give crores to Nirav Modi, what about us? updates",Nirav Modi had acquired land of the farmers by conning them
4112,4112,"March 17, 2018, Saturday",Issued bank guarantees of Rs 1.55 bn to NSIC against 100% margin: UBI,"NSIC sought confirmation for further BGs amounting to Rs 180 million which, according to UBI, are non-existent in its records"
4113,4113,"March 17, 2018, Saturday","PNB scam: Bank to focus on internal audits, recovery, small depositors",Bank outlines multi-pronged strategy to strengthen internal controls in its EGM held on Friday
4114,4114,"March 17, 2018, Saturday","RBI needs to work with govt to take action against PSBs, says Rangarajan","RBI's action in banning of Letters of Undertaking (LoUs) could be reviewed later, says former RBI head C Rangarajan"
4115,4115,"March 17, 2018, Saturday",PNB scam: SFIO probing 107 firms and 7 limited liability partnerships,"The government ordered the investigation on February 17, 2018, says PP Chaudhary"
4116,4116,"March 17, 2018, Saturday",Fraud-hit PNB faces dilemma over revealing price-sensitive information,"On February 11, the bank said it had detected ""fraudulent and unauthorised transactions"" worth $1.78 billion"
4117,4117,"March 17, 2018, Saturday",Bankruptcy Code: Finance professionals on a roll as NCLT cases surge,"With 600-700 new NPA cases getting admitted into NCLT every month, demand for Resolution Professionals is on the rise; their ..."
4118,4118,"March 17, 2018, Saturday",25% overseas branches of public sector banks reported losses in FY17,The Union government said on Friday that one-fourth of all foreign branches of public sector banks reported losses last financial ...
4119,4119,"March 16, 2018, Friday",Nirav Modi fraud: PNB to honour bonafide LoU; increase its focus on CASA,"PNB reassured its shareholders, customers, partners and employees on the bank's capability and capacity to come out of this ..."
4120,4120,"March 16, 2018, Friday","1,700 card, net banking-related frauds worth Rs 714.8 mn reported in 2017","In December 2017 alone, 187 cases with losses touching Rs 337.3 million was reported, K J Alphons said"
4121,4121,"March 16, 2018, Friday","Banks' NPA steadily rising, reached Rs 7.77 mn till Dec 2017: MoS Finance",MoS for Finance Shiv Pratap Shukla said gross non-performing assets under the 'Industry-Large' category for all banks soared to ...
4122,4122,"March 16, 2018, Friday",Andhra Bank takes large NPA hit from iron & steel and infra sectors,"BS ReporterHyderabad, 16 March: Iron and Steel and infrastructure sectors contributed to almost 50 percent of Andhra Bank's gross ..."
4123,4123,"March 16, 2018, Friday","PNB fraud: There can't be parallel inquiry by courts, Centre tells SC",The attorney general contended that why such petitions should be entertained by the courts unless there was something wrong shown ...
4124,4124,"March 16, 2018, Friday",GIC-RE eyes global footprint with entry into Lloyd's trading in April,SAARC region's largest re-insurer names seasoned Lloyd's market practitioner as Active Underwriter; targets 60:40 domestic to ...
4125,4125,"March 16, 2018, Friday",Money laundering: ED files another case in alleged Rs 1.73-bn fraud at UBI,The case has been registered under the Prevention of Money Laundering Act
4126,4126,"March 16, 2018, Friday",ICICI Securities IPO: Public holidays may cost ICICI Bank Rs 3 bn in taxes,The IPO proceeds of Rs 40 billion are capital gains the private lender would be booking by divesting around 24 per cent stake in ...
4127,4127,"March 16, 2018, Friday",PSBs plan tighter lending norms for corporate loans above Rs 2.5 billion,Public sector banks have decided to improve their risk-management systems
4128,4128,"March 16, 2018, Friday","RBI governor Urjit Patel's statements 'unbecoming', say officials","RBI had more power over private sector banks than over PSBs and a level playing field should be created in regulating PSBs, the ..."
4129,4129,"March 16, 2018, Friday",PNB detects Rs 91 mn-fraud at Mumbai branch where Nirav Modi scam unfolded,The new alleged fraud of around Rs 91 million involves officials of a little known company called Chandri Paper and Allied ...
4130,4130,"March 16, 2018, Friday",Nirav Modi fraud: Public sector banks expect PNB to honour LoUs,"They were all issued by PNB and against that we have made payment, SBI's Deputy Managing Director said"
4131,4131,"March 15, 2018, Thursday",HDFC Bank raises Rs 23 billion through issuance of rupee-denominated bonds,"The issue carries a fixed coupon rate of 8.10% per annum with maturity on March 22, 2025"
4132,4132,"March 15, 2018, Thursday",Scandals to bailouts fail to dent analysts' faith in emerging-market banks,Strategists from Renaissance Capital to Newton Asset Management say emerging markets are so heterogeneous that idiosyncratic ...
4133,4133,"March 15, 2018, Thursday",Banks to adopt risk management system in 6 months to stop PNB-like fraud,Banks will be putting up their action plan to respective boards and in 3 to 6 months action plan would be implemented by banks
4134,4134,"March 15, 2018, Thursday","Blame game over PNB fraud would take us nowhere, says Venkaiah Naidu","The issue is not 'this regime or that regime', the issue is that of people losing confidence in the banking system, Naidu said"
4135,4135,"March 15, 2018, Thursday",Merger with associate banks led to higher account closure this year: SBI,"SBI on March 13 had substantially reduced charges for non-maintenance of average monthly balance (AMB) in savings accounts, which ..."
4136,4136,"March 15, 2018, Thursday","Except for PNB, no unauthorised LoUs issued by PSBs: SBI official",Reserve Bank has stopped banks from issuing LoUs and Letters of Comfort for trade finance for imports into the country
4137,4137,"March 15, 2018, Thursday","PNB scam fallout: Not defaulted on any loan, says Russell Mehta","""The group has a clean credit history and at no instance has any of its entity defaulted on any bank credit availed by it,"" ..."
4138,4138,"March 15, 2018, Thursday",'RBI to be Neelakantha': Urjit on Nirav Modi PNB fraud; top 10 developments,"RBI chief Patel's comments came against the backdrop of Punjab National Bank being defrauded of around Rs 135.4-billion, ..."
4139,4139,"March 15, 2018, Thursday",IFC backs private equity funds in India that are facing rough weather,"The problem is that most of these funds have under-performed: they have returned less than a fourth of this money, yielding ..."
4140,4140,"March 15, 2018, Thursday",Scrapping of guarantees by RBI to hit foreign branches of Indian banks,"Many medium size and small enterprises (SMEs) will also face the heat, say banking officials"
4141,4141,"March 15, 2018, Thursday",'Tough to prevent PNB-like fraud': Patel slams govt for diluting RBI powers,Governor says frauds like PNB are painful; regulatory powers must be ownership-neutral
4142,4142,"March 14, 2018, Wednesday",PNB fraud: RBI guv Urjit Patel blames regulatory constraints for scam,"We at Reserve Bank also feel anger, hurt and pain at banking sector frauds and irregularities, he said"
4143,4143,"March 14, 2018, Wednesday","Ban on LoUs by RBI will have disruptive impact, raise cost of credit: CII",PHD Chamber President Anil Khaitan said banning of these instruments is not a solution to curb malpractices or scandals
4144,4144,"March 14, 2018, Wednesday",What advance tax PNB will pay on March 15? Concern for I-T dept,I-T officials have questioned PNB Manging Director and Chief Executive Sunil Mehta and other officials to determine how the LoUs ...
4145,4145,"March 14, 2018, Wednesday",Axis Bank to be able to process payments over WhatsApp soon,The bank also termed Unified Payments Interface (UPI) as a huge opportunity
4146,4146,"March 14, 2018, Wednesday",'Name & shame' defaulters by making their pictures public: Govt to banks,Lending institutions shall formulate a policy with the approval of their board of directors which clearly set out the criteria ...
4147,4147,"March 14, 2018, Wednesday",Objective criteria followed in liberalising 80:20 gold import scheme: Rajan,"Earlier, only banks and PSUs like MMTC and STC were allowed to import gold for domestic use under the 80:20 scheme"
4148,4148,"March 14, 2018, Wednesday",Uncertain times in bond market casting shadow on economy,"Yields on the 10-year bond rose about 70 basis points in the December quarter, causing nominal losses of at least Rs 150 billion ..."
4149,4149,"March 14, 2018, Wednesday","PNB issued 1,213 fake LoUs to Nirav Modi's firms since March 2011: Jaitley","Executives at PNB's Brady House branch in Mumbai had started issuing LoUs to foreign branches of Indian banks from March 5, 2011"
4150,4150,"March 14, 2018, Wednesday","RBI bars banks from issuing LoUs after Nirav Modi, Choksi fraud at PNB",Letters of credit (LCs) and guarantees would continue to be issued like before if they meet certain criteria
4151,4151,"March 14, 2018, Wednesday",SBI slashes charges for non-maintenance of average minimum balance,SBI has reduced the penal charges for non- maintenance of AMB in the metros and urban centres from a maximum of Rs 50 per month
4152,4152,"March 14, 2018, Wednesday",Public sector banks agree to govt terms for Rs 800-billion recap bonds,The Rs 800-billion recapitalisation bonds will have a tenure of 10-15 years and would carry a coupon rate in the range of ...
4153,4153,"March 13, 2018, Tuesday","RBI says no objection, clears IndusInd Bank-Bharat Financial merger",The merger will be effected through an all-stock transaction of BFIL into IndusInd through a Composite Scheme of Arrangement
4154,4154,"March 13, 2018, Tuesday",PNB fraud swells to well above $2 bn; RBI bans LoUs: Top 10 developments,"In a major decision, RBI on Tuesday banned banks from issuing Letters of Undertaking (LoUs)"
4155,4155,"March 13, 2018, Tuesday",HDFC bank blocks all its cards to buy or trade in cryptocurrencies,The move comes after multiple warnings by the RBI and the finance ministry on the non-fiat virtual currencies
4156,4156,"March 13, 2018, Tuesday",SBI shuts 4.11 mn savings accounts for not keeping average monthly balance,SBI has reduced the penal charges for non- maintenance of AMB in the metros and urban centres from a maximum of Rs 50 per month
4157,4157,"March 13, 2018, Tuesday","PNB discloses Rs 9.42 bn additional exposure in Nirav Modi, Choksi fraud",The new disclosure takes PNB's overall exposure in the still unravelling fraud case to well over the $2 billion mark
4158,4158,"March 13, 2018, Tuesday",PNB fraud fallout: RBI stops use of LoUs for trade credit for imports,The RBI said the decision to discontinue the practice of LoUs and Letters of Comfort (LoCs) for trade finance comes into force ...
4159,4159,"March 13, 2018, Tuesday",Why RBI may not cut key policy rates in 2018 despite dip in inflation,SBI said that the 'best is yet to come' and the RBI's inflation targets will be undershot by up to 0.50 percentage points
4160,4160,"March 13, 2018, Tuesday",RBI to keep rates on hold as CPI inflation to rise 4.7% in FY19: Report,"Following easing of retail inflation in Feb, there's industry clamour for rate cut next month to maintain growth momentum"
4161,4161,"March 13, 2018, Tuesday","PNB will pay lenders Rs 60 bn that Nirav Modi owes, but with conditions",Nirav Modi and his uncle Mehul Choksi have allegedly defrauded the PNB and other banks of Rs 127 billion
4162,4162,"March 13, 2018, Tuesday",SBI slashes penalty for not maintaining minimum balance from Rs 50 to Rs 15,The charges for non-maintenance of AMB for customers in metro and urban centres have been reduced from a maximum of Rs 50 per ...
4163,4163,"March 13, 2018, Tuesday",BS Insurance Round Table 2018: How insurers fared after going public,"While listing on the bourses has improved visibility, low penetration and shift to financial savings will drive growth"
4164,4164,"March 13, 2018, Tuesday","BS Insurance Round Table: Real challenge is how to run NHPS, says expert",Heads of leading insurance companies came together to share their views on the sector
4165,4165,"March 13, 2018, Tuesday",Andhra Bank stocks sink to 15-year low amid ED probe involving ex-director,The CBI had filed a complaint in the case last year in October
4166,4166,"March 13, 2018, Tuesday",PNB scam fallout: IMF official calls for governance reforms at PSBs,'Banks should continue working on improving their balance sheets on a priority basis'
4167,4167,"March 12, 2018, Monday","Arun Jaitley silent on PNB fraud to protect daughter, says Rahul Gandhi","Gandhi in his tweet about ""other law firms"" was referring to the searches carried out by the CBI at the Mumbai offices of Cyril ..."
4168,4168,"March 12, 2018, Monday","Man dupes SBI travel card platform for Rs 93 mn, CBI files FIR after a year","Accused is named as Sandeep Poojary, an employee of Yalamanchili Software Export, which provides manpower resources for handling ..."
4169,4169,"March 12, 2018, Monday",PowerGrid inks pact with SBI for Rs 50 bn loan,The company is mainly into power transmission and is a central transmission utility of the country
4170,4170,"March 12, 2018, Monday","Bad loans in power need coordinated central, state action: Hemant Kanoria","Hemant Kanoria, Chairman and managing director of Srei Infrastructure Finance, tells Ishita Ayan Dutt & Namrata Acharya, there ..."
4171,4171,"March 12, 2018, Monday","Indian Bank, UBI classify STC account as NPA over non-payment of interest","Shares of the firm had closed at Rs 140.40 apiece on Friday, down 1.61 per cent from its previous close on the BSE"
4172,4172,"March 12, 2018, Monday","SBI, UCO Bank looking for buyers to clear off Rs 12.45-billion NPAs","Sona Alloys has an outstanding of Rs 6.47 billion towards SBI, while Zenith Birla has Rs 1.39 billion"
4173,4173,"March 12, 2018, Monday","PNB scam: RBI initiates audit of PSBs with focus on trade finance, LoUs","Most of the banking frauds and wilful default cases, like Nirav Modi and Vijay Mallya's cases are said to pertain to trade"
4174,4174,"March 12, 2018, Monday",ICAI issues advisory on joint auditors' work allocation in bank audits,"The allocation of work should be in agreement with the management of the bank, said ICAI"
4175,4175,"March 11, 2018, Sunday",RBI should ensure that PNB scam doesn't 'paralyse' financial system: Ficci,"Ficci prez Rahesh Shah said, ""We have to overcome the fear psychosis. The investigation should not result in fear psychosis."""
4176,4176,"March 11, 2018, Sunday","Indian Bank, Union Bank classifies State Trading Corporation account as NPA","Due to non-payment of interest of Rs 192.9 mn on bank borrowings, Indian Bank and Union Bank of India have reported STC accounts ..."
4177,4177,"March 11, 2018, Sunday","PSBs recap should be part of broader package of financial reforms, says IMF","India's banking sector will be saddled with GNPAs worth a staggering Rs 9.5 trillion by March-end, up from Rs 8 trillion in the ..."
4178,4178,"March 11, 2018, Sunday",The better debtor? Decline in default on credit given to women-led groups,NPAs as a percentage of total loans given to women-led SHGs in January 2018 dropped to 2.55% from a high of almost 26% before ...
4179,4179,"March 10, 2018, Saturday","Time ripe for holding co for PSBs to fix fund-crunch, fraud mess: Mundra","In step two, the government should do away with the majority in the holding company."
4180,4180,"March 10, 2018, Saturday",PNB scam: Jewellers face working capital crunch as banks make loans harder,Lenders have increased the number of loan-approving staff; both fund-based assistance and opening LCs and executing export orders ...
4181,4181,"March 10, 2018, Saturday",PNB scam: Govt makes passport details must for loans of Rs 500 mn and above,"For all existing loans of over Rs 500 million, banks have been asked to collect passport details of borrowers within 45 days"
4182,4182,"March 10, 2018, Saturday",Bandhan: Banking on lowest strata of credit market for its ambitious IPO,"In its IPO filing, Bandhan Bank has valued itself at about Rs 450 billion-higher than any public sector bank, expect State Bank ..."
4183,4183,"March 10, 2018, Saturday","PNB scam: Nirav Modi replied to CBI, will take time to return, says lawyer","'He'll take time to come back as there are security concerns and he's managing his business abroad,' said Nirav Modi's lawyer"
4184,4184,"March 10, 2018, Saturday",The case that can prompt foreign courts to extradite Nirav Modi,3 companies of Nirav that were hauled in for mis-declaration of exports of diamonds from their units at Surat SEZ could prove to ...
4185,4185,"March 10, 2018, Saturday",Scam-hit PNB may need to provide for around Rs 60 bn in losses this quarter,Bank to pay if RBI declines its relaxation plea
4186,4186,"March 10, 2018, Saturday",PNB fraud fallout: Loan disbursements to corporate India take a hit,"public sector banks have scaled down activities like extending trade credit, guarantees and letter of credit"
4187,4187,"March 10, 2018, Saturday",Chinks in UPI armour begin to show; users lose money on failed transactions,Payments corp not following on cases of stuck payments and banks not upgrading capacity in line with volumes
4188,4188,"March 10, 2018, Saturday",PNB scam fallout: RBI asks banks for details of LoUs as far back as 2011,Importers typically use LoUs issued by their local bank to raise cheaper foreign currency loans overseas to fund purchases
4189,4189,"March 09, 2018, Friday",Rs 50-bn Sterling scam: ED files chargesheet against ex-Andhra Bank exec,This is the second charge sheet in this case after ED filed one against Delhi based businessman Gagan Dhawan
4190,4190,"March 09, 2018, Friday",RBI fines Airtel Payments Bank Rs 50 million for KYC norms breach,The central bank made by a supervisory visit to the payments bank between November 20 and 22
4191,4191,"March 09, 2018, Friday",Banks' gross NPAs at Rs 8.41 trn in Dec 2017; SBI highest at Rs 2 trn,Indian Overseas Bank bank had gross NPAs of Rs 317 billion
4192,4192,"March 09, 2018, Friday","Before Nirav Modi scam, PNB lost Rs 28 bn to various frauds in FY17",PNB alone reported 158 cases of fraud in 2016/17
4193,4193,"March 09, 2018, Friday","Union Bank has Rs 2.95-bn direct exposure to Nirav Modi, Gitanjali firms","Both Modi and Choksi have denied wrongdoing, and so have two key accused PNB employees in the case"
4194,4194,"March 09, 2018, Friday",HDFC Bank has picked arrangers for $2.4 billion share sale: Sources,"HDFC Bank has a price-to-book multiple of 5.16, making it the most expensive among lenders across the globe with at least $50 ..."
4195,4195,"March 09, 2018, Friday",Investors upset as four banks recall Rs 109-bn additional tier 1 bonds,"The official said the bank had sought clarification on this issue and based on the feedback, the recall was to be exercised"
4196,4196,"March 09, 2018, Friday",PNB may be given one year to provision against Rs 127-billion fraud,PNB had said it was digging into records to examine the magnitude of the fraud
4197,4197,"March 09, 2018, Friday","Amount involved in Rs 127-bn PNB scam unlikely to go up, says DEA Secy",We have not seen any more evidence: Subhash Chandra Garg
4198,4198,"March 09, 2018, Friday",PNB fraud: CBI's fresh summons to Nirav Modi and Mehul Choksi,Gitanjali Gems promoter Choksi has said it was impossible for him to return to India and join the investigation due to the ...
4199,4199,"March 09, 2018, Friday",NBFC ombudsman to help resolve blatant violations,"For adequate compensation, breach of fair practices code, an individual may still need to approach consumer forum"
4200,4200,"March 08, 2018, Thursday",PNB officer gets CVC-instituted vigilance excellence award,"The minister said that as per information received from the Central Vigilance Commission, the awards were instituted for the ..."
4201,4201,"March 08, 2018, Thursday",Bulk deposit rates to stay volatile as banks try to meet FY18 targets,"In the past few months, the market has seen most major banks raising their retail and bulk deposit rates, as well as their ..."
4202,4202,"March 08, 2018, Thursday","Bandhan Bank to go public, launch record $689 million IPO next week",The Kolkata-based bank and its shareholders will be selling up to 119.3 million shares
4203,4203,"March 08, 2018, Thursday",PNB fraud: CBI registers fresh Rs 3.21 billion case against Nirav Modi,This is the second CBI case in which Nirav Modi has been named by the investigating agency
4204,4204,"March 08, 2018, Thursday",PNB scam fallout: Rupee forwards crash as banks stop issuing LoUs,Nirav Modi scam has resulted in disruption in cross-border trade as banks are unwilling to provide guarantees
4205,4205,"March 08, 2018, Thursday",Rs 127-bn scam: PNB MD Sunil Mehta appears before SFIO to record statement,Mehta was seen entering the SFIO office before 11 AM
4206,4206,"March 08, 2018, Thursday","GJEPC issues notice to Nirav Modi, Choksi, warns of suspension","The council had issued the first show-cause notice to both Modi and Choksi in early February, but has not receive any explanation ..."
4207,4207,"March 08, 2018, Thursday",Can govt's plan to use blockchain choke Nirav Modi-style bank frauds?,"Right, so Finance Minister Arun Jaitley said in his Budget speech that government does not consider crypto assets as legal. But ..."
4208,4208,"March 07, 2018, Wednesday","SBI, IFCI, UBI seek buyers to recover dues for 110 NPAs worth Rs 163.49 bn",SBI plans to sell a total of 15 such NPA accounts to recover Rs 9.89 bn; IFCI to sell 23 NPAs for recovery of Rs 136.68 bn
4209,4209,"March 07, 2018, Wednesday","Despite PNB FIR, Nirav Modi's brother got $350,000 from SBI, says TV report","Alarmingly, the extent of the unravelling fraud at PNB could rise beyond the nearly $2-billion mark so far outlined by the ..."
4210,4210,"March 07, 2018, Wednesday",RBI slaps Rs 4-mn penalty on SBI for flouting directives on fake notes,RBI had carried out an inspection of currency chests of two branches of the country's largest lender
4211,4211,"March 07, 2018, Wednesday",PNB fraud: Jewellery export body for uniform lending rules at all banks,The Gems and Jewellery Export Promotion Council (GJEPC) has some suggestions for avoiding a repeat of the Punjab National Bank ...
4212,4212,"March 07, 2018, Wednesday",Banks need to overcome problems fast to lend large credit: Rangarajan,"The primary role of the banks is to raise deposits and lend, former RBI governor"
4213,4213,"March 07, 2018, Wednesday","SBI puts Simbhaoli Sugars, 14 other NPA accounts worth Rs 9.88 bn for sale","SBI has asked the bidders to an submit expression of interest by March 9, 2018"
4214,4214,"March 07, 2018, Wednesday",PNB fraud probe drove Nirav Modi's jeweler to US bankruptcy filing,Punjab National Bank shares plunge most since 2004 in Mumbai
4215,4215,"March 07, 2018, Wednesday",Clipping wings? Banks to collect big borrowers' passport details in 45 days,Passport details will help banks to take timely action and inform the relevant authorities to prevent fraudsters from fleeing the ...
4216,4216,"March 07, 2018, Wednesday",Weakness in banking stocks is weighing on overall market performance,the asset quality problem and tighter Reserve Bank of India norms around bad loan disclosure would lead to drop in earnings at ...
4217,4217,"March 07, 2018, Wednesday","PNB scam: SFIO summons senior officials of ICICI Bank, Axis Bank",The officials were in the office for over two hours and are understood to have been asked about their business with firms like ...
4218,4218,"March 07, 2018, Wednesday",The reason why extent of fraud unravelling at PNB could rise beyond $2 bn,Investigators had not yet recovered all the papers and loan guarantees allegedly issued by rogue employees of the bank
4219,4219,"March 07, 2018, Wednesday","PNB scam: PMO apprised of action taken against fraud on Mar 1, says FinMin",Jaitley expressed hope that going forward the bank's market capitalisation would improve
4220,4220,"March 06, 2018, Tuesday","PNB scam: Gitanjali Group's VP held, SFIO calls top bankers; 10 highlights",ICICI Bank Managing Director and Chief Executive Chanda Kochhar and her Axis Bank counterpart Shikha Sharma have been summoned by ...
4221,4221,"March 06, 2018, Tuesday","PNB fraud: SFIO to quiz ICICI's Chanda Kochhar, Axis Bank's Shikha Sharma",ICICI Bank is believed to have extended a loan of Rs 10 billion and Axis Bank Rs 7 billion last year to Mehul Choksi's Gitanjali ...
4222,4222,"March 06, 2018, Tuesday",Rs 127-billion fraud fallout: Foreign banks stop selling gold to PNB,"In recent months, PNB has emerged as one of the largest gold importing banks, where it earned a margin of 1-2 per cent"
4223,4223,"March 06, 2018, Tuesday",RBI imposes penalty of Rs 30 mn on Axis Bank and Rs 20 mn on IOB,Axis attracted fine for flouting NPA norms and Indian Overseas Bank for KYC breach
4224,4224,"March 06, 2018, Tuesday","PNB fraud: CBI grills general manager, gets remand of four accused","Two of the four arrested accused are from Nirav Modi's firm, one is an auditor and one an employee of the Gitanjali Group"
4225,4225,"March 06, 2018, Tuesday","PNB scam: Violation of norms going on since 2010, says CBI","Nair had signed various applications to avail the LoU facility, and he was also a director at 19 other companies of Mehul Choksi, ..."
4226,4226,"March 06, 2018, Tuesday","PNB fraud going on since 2010, CBI tells court: Top 10 developments","CBI arrested four officials of Nirav Modi, Mehul Choksi's companies. on Monday Vipul Ambani and five others were sent to 14-day ..."
4227,4227,"March 06, 2018, Tuesday",Finance ministry sets up 8-member committee on fintech for easier norms,The Committee will also focus on how Fintech can be leveraged to enhance financial inclusion of MSMEs
4228,4228,"March 05, 2018, Monday",IndusInd Bank invokes 60 million pledged shares of Jaypee Infratech,"Jaiprakash Associates had 895 million shares, about 64.44 per cent stake, in Jaypee Infratech as on December 31, 2017"
4229,4229,"March 05, 2018, Monday",RBI to infuse Rs 1 trn into banking system via special auctions in March,"Higher tax outgo will fuel cash demand by banks, corporate sectors"
4230,4230,"March 05, 2018, Monday",HDFC raises Rs 18.94 billion via share sale to global investors,"The board has approved and declared closure of the qualified institutional placement (QIP) issue today, HDFC said in a filing to ..."
4231,4231,"March 05, 2018, Monday",Clearwater Capital is investing more than China in Indian distressed debt,"We have probably allocated more capital recently in India relative to China, said Robert Petty, a co-founder at the Hong ..."
4232,4232,"March 05, 2018, Monday","RBI slaps penalty of Rs 30 mn on Axis, Rs 20 mn on Indian Overseas Bank",RBI said it had carried out a statutory inspection of private sector player Axis Bank with reference to its financial position as ...
4233,4233,"March 05, 2018, Monday",How loopholes in PSBs' systems were flagged but never fixed until PNB fraud,"In the three weeks since details of the alleged fraud was disclosed, Indian authorities and the media have squarely blamed Punjab ..."
4234,4234,"March 05, 2018, Monday",Three directors of Allahabad Bank step down on cessation of terms,The bank will soon call and extra ordinary general meeting for appointment of new directors
4235,4235,"March 05, 2018, Monday",Prepay part of your home loan to soften blow of rising interest rates,"On the sunny side, FD rate hike is good news for seniors; Go for short-term deposits, roll over to those with higher rates when ..."
4236,4236,"March 05, 2018, Monday",PNB scam: Will Fugitive Economic Offenders Bill catch the next Nirav Modi?,Legal experts are not sure if threat of confiscation of property will be deterrent enough for fleeing offenders
